age,education,hispanic,household_income,race_ethnicity,extra_covid_worn_mask,state,trump_biden,binary,household_income_grouped,education_grouped,age_group
61,Associate Degree,not hispanic,"$30,000 to $34,999",white,Yes,CO,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,56-75
59,"College Degree (such as B.A., B.S.)",not hispanic,"$200,000 to $249,999",white,Yes,CA,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree,56-75
58,High school graduate,not hispanic,"$25,000 to $29,999",white,Yes,IN,Joe Biden,0,$25k to $50k,Completed HS,56-75
59,"College Degree (such as B.A., B.S.)",not hispanic,"$125,000 to $149,999","other race, nec",Yes,CA,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,56-75
42,Masters degree,not hispanic,"$200,000 to $249,999",white,Yes,MI,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,36-55
31,Completed some high school,not hispanic,"Less than $14,999",asian or pacific islander,Yes,CA,Donald Trump,1,$25k or less,Completed some HS,18-35
47,"College Degree (such as B.A., B.S.)",not hispanic,"$65,000 to $69,999",white,Yes,LA,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,36-55
41,"College Degree (such as B.A., B.S.)",not hispanic,"$100,000 to $124,999",white,Yes,NY,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree,36-55
43,"Completed some college, but no degree",not hispanic,"$25,000 to $29,999",white,Yes,PA,Donald Trump,1,$25k to $50k,Participated in Higher Education,36-55
21,"Completed some college, but no degree",not hispanic,"$20,000 to $24,999",white,Yes,NY,Joe Biden,0,$25k or less,Participated in Higher Education,18-35
19,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,Yes,TN,Donald Trump,1,$25k or less,Participated in Higher Education,18-35
72,Masters degree,not hispanic,"$125,000 to $149,999",asian or pacific islander,Yes,CA,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree or more,56-75
68,"College Degree (such as B.A., B.S.)",not hispanic,"$40,000 to $44,999",white,Yes,NV,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree,56-75
40,Doctorate degree,not hispanic,"$200,000 to $249,999",white,Yes,CA,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
82,"Completed some college, but no degree",not hispanic,"$50,000 to $54,999",white,Yes,CA,Joe Biden,0,$50k to $75k,Participated in Higher Education,76 or Older
48,Associate Degree,not hispanic,"$60,000 to $64,999",white,No,MN,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,36-55
43,Masters degree,not hispanic,"$150,000 to $174,999",white,Yes,VA,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
55,Associate Degree,not hispanic,"$70,000 to $74,999",black/african american/negro,Yes,NJ,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,36-55
52,"Completed some college, but no degree",not hispanic,"$60,000 to $64,999",white,Yes,MI,Joe Biden,0,$50k to $75k,Participated in Higher Education,36-55
36,"College Degree (such as B.A., B.S.)",not hispanic,"$80,000 to $84,999",white,Yes,IL,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,36-55
23,High school graduate,not hispanic,"$45,000 to $49,999",american indian or alaska native,Yes,OK,Joe Biden,0,$25k to $50k,Completed HS,18-35
48,"College Degree (such as B.A., B.S.)",not hispanic,"$45,000 to $49,999",white,Yes,ID,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree,36-55
69,"College Degree (such as B.A., B.S.)",not hispanic,"$50,000 to $54,999",white,Yes,CA,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,56-75
36,Associate Degree,not hispanic,"$30,000 to $34,999",white,Yes,MI,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree,36-55
66,"Completed some college, but no degree",not hispanic,"$25,000 to $29,999",white,Yes,UT,Donald Trump,1,$25k to $50k,Participated in Higher Education,56-75
51,"College Degree (such as B.A., B.S.)",not hispanic,"$30,000 to $34,999",white,Yes,OK,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,36-55
49,"College Degree (such as B.A., B.S.)",not hispanic,"$95,000 to $99,999",white,Yes,FL,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,36-55
18,"Completed some college, but no degree",not hispanic,"$95,000 to $99,999",white,Yes,NY,Joe Biden,0,$75k to $100k,Participated in Higher Education,18-35
62,"College Degree (such as B.A., B.S.)",not hispanic,"$35,000 to $39,999",white,Yes,FL,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,56-75
32,"Completed some college, but no degree",not hispanic,"$40,000 to $44,999",white,Yes,WI,Joe Biden,0,$25k to $50k,Participated in Higher Education,18-35
34,Associate Degree,not hispanic,"$100,000 to $124,999",white,Yes,NY,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,18-35
61,"Completed some college, but no degree",not hispanic,"$75,000 to $79,999",white,Yes,CA,Donald Trump,1,$75k to $100k,Participated in Higher Education,56-75
20,High school graduate,not hispanic,"Less than $14,999",white,Yes,AL,Donald Trump,1,$25k or less,Completed HS,18-35
59,High school graduate,not hispanic,"Less than $14,999",white,Yes,KY,Donald Trump,1,$25k or less,Completed HS,56-75
27,"Completed some college, but no degree",mexican,"$25,000 to $29,999",black/african american/negro,Yes,AZ,Joe Biden,0,$25k to $50k,Participated in Higher Education,18-35
57,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,Yes,MA,Joe Biden,0,$25k or less,Participated in Higher Education,56-75
24,"Completed some graduate, but no degree",not hispanic,"$40,000 to $44,999",white,Yes,AL,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree or more,18-35
56,Masters degree,not hispanic,"$200,000 to $249,999",white,Yes,AR,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,56-75
19,"Completed some college, but no degree",not hispanic,"$100,000 to $124,999",white,Yes,AL,Joe Biden,0,$100k to $150k,Participated in Higher Education,18-35
41,Masters degree,not hispanic,"$150,000 to $174,999",white,Yes,NY,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
41,"Completed some college, but no degree",Other Hispanic,"$75,000 to $79,999",white,Yes,IL,Donald Trump,1,$75k to $100k,Participated in Higher Education,36-55
47,High school graduate,not hispanic,"$30,000 to $34,999",white,No,NC,Joe Biden,0,$25k to $50k,Completed HS,36-55
29,"College Degree (such as B.A., B.S.)",not hispanic,"$200,000 to $249,999","other race, nec",Yes,CA,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree,18-35
42,Completed some high school,not hispanic,"$50,000 to $54,999",white,Yes,IN,Donald Trump,1,$50k to $75k,Completed some HS,36-55
64,"Completed some graduate, but no degree",not hispanic,"$95,000 to $99,999",white,Yes,ID,Donald Trump,1,$75k to $100k,Completed 1 Higher Education Degree or more,56-75
18,Completed some high school,not hispanic,"$125,000 to $149,999",white,Yes,NJ,Donald Trump,1,$100k to $150k,Completed some HS,18-35
55,Associate Degree,not hispanic,"$40,000 to $44,999",white,Yes,WI,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,36-55
29,"College Degree (such as B.A., B.S.)",not hispanic,"$45,000 to $49,999",asian or pacific islander,Yes,HI,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,18-35
21,"Completed some graduate, but no degree",not hispanic,"Less than $14,999",black/african american/negro,Yes,MS,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree or more,18-35
30,"College Degree (such as B.A., B.S.)",not hispanic,"$65,000 to $69,999",white,Yes,TX,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,18-35
42,Masters degree,not hispanic,"$175,000 to $199,999",white,Yes,FL,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,36-55
45,"College Degree (such as B.A., B.S.)",not hispanic,"$80,000 to $84,999",asian or pacific islander,Yes,AL,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,36-55
32,"Completed some college, but no degree",not hispanic,"$60,000 to $64,999",white,Yes,TX,Joe Biden,0,$50k to $75k,Participated in Higher Education,18-35
50,"Completed some graduate, but no degree",not hispanic,"$85,000 to $89,999",white,Yes,CA,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree or more,36-55
38,High school graduate,Other Hispanic,"$75,000 to $79,999",asian or pacific islander,Yes,AZ,Donald Trump,1,$75k to $100k,Completed HS,36-55
34,High school graduate,not hispanic,"$40,000 to $44,999",white,Yes,WI,Joe Biden,0,$25k to $50k,Completed HS,18-35
28,"Completed some college, but no degree",mexican,"$125,000 to $149,999",white,Yes,CA,Donald Trump,1,$100k to $150k,Participated in Higher Education,18-35
39,"College Degree (such as B.A., B.S.)",not hispanic,"$40,000 to $44,999",white,No,OR,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree,36-55
42,"Completed some college, but no degree",mexican,"$45,000 to $49,999",white,Yes,TX,Joe Biden,0,$25k to $50k,Participated in Higher Education,36-55
34,"College Degree (such as B.A., B.S.)",mexican,"$125,000 to $149,999",white,Yes,CA,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,18-35
62,Associate Degree,not hispanic,"$15,000 to $19,999",white,Yes,MO,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree,56-75
62,"College Degree (such as B.A., B.S.)",not hispanic,"$45,000 to $49,999",white,Yes,NM,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,56-75
20,"Completed some college, but no degree",not hispanic,"Less than $14,999",black/african american/negro,Yes,NY,Joe Biden,0,$25k or less,Participated in Higher Education,18-35
58,Masters degree,not hispanic,"$125,000 to $149,999",white,No,PA,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree or more,56-75
24,"Completed some graduate, but no degree",not hispanic,"$15,000 to $19,999",white,Yes,MN,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree or more,18-35
51,"College Degree (such as B.A., B.S.)",not hispanic,"$65,000 to $69,999",white,Yes,OH,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,36-55
27,Associate Degree,not hispanic,"$50,000 to $54,999",white,Yes,HI,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,18-35
63,"Completed some college, but no degree",not hispanic,"$40,000 to $44,999",white,Yes,AZ,Donald Trump,1,$25k to $50k,Participated in Higher Education,56-75
36,"Completed some college, but no degree",not hispanic,"$15,000 to $19,999",white,Yes,MS,Donald Trump,1,$25k or less,Participated in Higher Education,36-55
78,"College Degree (such as B.A., B.S.)",not hispanic,"$70,000 to $74,999",white,Yes,NJ,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,76 or Older
19,High school graduate,not hispanic,"$35,000 to $39,999",white,Yes,TX,Joe Biden,0,$25k to $50k,Completed HS,18-35
44,"College Degree (such as B.A., B.S.)",not hispanic,"Less than $14,999",asian or pacific islander,Yes,HI,Donald Trump,1,$25k or less,Completed 1 Higher Education Degree,36-55
24,Associate Degree,not hispanic,"$50,000 to $54,999",black/african american/negro,Yes,IL,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,18-35
19,"Completed some college, but no degree",not hispanic,"$55,000 to $59,999",american indian or alaska native,Yes,AZ,Joe Biden,0,$50k to $75k,Participated in Higher Education,18-35
50,Associate Degree,not hispanic,"Less than $14,999",white,Yes,WI,Donald Trump,1,$25k or less,Completed 1 Higher Education Degree,36-55
65,"Completed some college, but no degree",not hispanic,"$35,000 to $39,999",white,Yes,VT,Joe Biden,0,$25k to $50k,Participated in Higher Education,56-75
40,Masters degree,not hispanic,"$200,000 to $249,999",white,Yes,FL,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
18,High school graduate,mexican,"$20,000 to $24,999",black/african american/negro,Yes,TX,Joe Biden,0,$25k or less,Completed HS,18-35
45,"College Degree (such as B.A., B.S.)",not hispanic,"$35,000 to $39,999",white,Yes,CA,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,36-55
20,"College Degree (such as B.A., B.S.)",mexican,"Less than $14,999",american indian or alaska native,Yes,FL,Donald Trump,1,$25k or less,Completed 1 Higher Education Degree,18-35
39,"College Degree (such as B.A., B.S.)",not hispanic,"$40,000 to $44,999",black/african american/negro,Yes,IL,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,36-55
19,High school graduate,mexican,"$25,000 to $29,999",white,Yes,TX,Joe Biden,0,$25k to $50k,Completed HS,18-35
69,"Completed some graduate, but no degree",not hispanic,"$30,000 to $34,999",white,Yes,CA,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree or more,56-75
22,High school graduate,not hispanic,"Less than $14,999",white,Yes,NY,Joe Biden,0,$25k or less,Completed HS,18-35
39,High school graduate,not hispanic,"$55,000 to $59,999",white,No,AL,Donald Trump,1,$50k to $75k,Completed HS,36-55
45,Masters degree,not hispanic,"$175,000 to $199,999",white,Yes,NV,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
36,"Completed some college, but no degree",mexican,"Less than $14,999",white,Yes,TX,Donald Trump,1,$25k or less,Participated in Higher Education,36-55
48,Completed some high school,not hispanic,"$15,000 to $19,999",white,Yes,IA,Donald Trump,1,$25k or less,Completed some HS,36-55
19,Completed some high school,not hispanic,"$35,000 to $39,999",black/african american/negro,No,FL,Joe Biden,0,$25k to $50k,Completed some HS,18-35
29,High school graduate,not hispanic,"$35,000 to $39,999",white,Yes,OR,Joe Biden,0,$25k to $50k,Completed HS,18-35
53,"College Degree (such as B.A., B.S.)",mexican,"$65,000 to $69,999",white,Yes,AZ,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,36-55
27,"Completed some college, but no degree",cuban,"Less than $14,999",white,Yes,FL,Donald Trump,1,$25k or less,Participated in Higher Education,18-35
59,High school graduate,not hispanic,"$35,000 to $39,999",white,No,CO,Donald Trump,1,$25k to $50k,Completed HS,56-75
20,"Completed some college, but no degree",mexican,"Less than $14,999","other race, nec",Yes,MI,Joe Biden,0,$25k or less,Participated in Higher Education,18-35
58,High school graduate,not hispanic,"$40,000 to $44,999",white,Yes,OH,Donald Trump,1,$25k to $50k,Completed HS,56-75
19,High school graduate,not hispanic,"$125,000 to $149,999",asian or pacific islander,Yes,OH,Joe Biden,0,$100k to $150k,Completed HS,18-35
38,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,Yes,CA,Joe Biden,0,$25k or less,Participated in Higher Education,36-55
20,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,No,CA,Donald Trump,1,$25k or less,Participated in Higher Education,18-35
21,High school graduate,not hispanic,"$45,000 to $49,999",white,Yes,AZ,Donald Trump,1,$25k to $50k,Completed HS,18-35
21,Associate Degree,not hispanic,"Less than $14,999",black/african american/negro,Yes,LA,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree,18-35
34,Masters degree,not hispanic,"$250,000 and above",white,Yes,WA,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,18-35
37,"Completed some college, but no degree",not hispanic,"Less than $14,999",black/african american/negro,Yes,MN,Joe Biden,0,$25k or less,Participated in Higher Education,36-55
35,Masters degree,not hispanic,"$200,000 to $249,999",white,Yes,CA,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,18-35
19,High school graduate,not hispanic,"$50,000 to $54,999",white,Yes,CA,Joe Biden,0,$50k to $75k,Completed HS,18-35
36,High school graduate,not hispanic,"$35,000 to $39,999",black/african american/negro,Yes,PA,Joe Biden,0,$25k to $50k,Completed HS,36-55
31,"College Degree (such as B.A., B.S.)",not hispanic,"$50,000 to $54,999",white,Yes,PA,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,18-35
60,High school graduate,not hispanic,"Less than $14,999",white,Yes,TX,Donald Trump,1,$25k or less,Completed HS,56-75
43,High school graduate,not hispanic,"Less than $14,999",black/african american/negro,Yes,CT,Joe Biden,0,$25k or less,Completed HS,36-55
18,High school graduate,mexican,"Less than $14,999",black/african american/negro,Yes,LA,Joe Biden,0,$25k or less,Completed HS,18-35
53,"College Degree (such as B.A., B.S.)",not hispanic,"$65,000 to $69,999",white,Yes,OH,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,36-55
18,High school graduate,mexican,"$25,000 to $29,999","other race, nec",Yes,AZ,Joe Biden,0,$25k to $50k,Completed HS,18-35
20,"Completed some college, but no degree",mexican,"$50,000 to $54,999",white,Yes,CA,Joe Biden,0,$50k to $75k,Participated in Higher Education,18-35
76,"Completed some college, but no degree",not hispanic,"$45,000 to $49,999",white,Yes,CA,Joe Biden,0,$25k to $50k,Participated in Higher Education,76 or Older
